Nama Kelompok,Nama komoditi,Tahun,Masukan,Keluaran,Impor,Ekpor,Perubahan stok,Pakan,Bibit,Makanan,Bukan makanan,Tercecer,Penggunaan lain,Bahan makanan,Kg tahun,Gram hari,Kalori hari,Protein hari,Lemak hari,Status angka,Kd uraian,Create at
Buah Biji Berminyak,Kedelai,2019,0,424.189,2677.3375,3.8915,0,10.532,16.8724,0,1.4142,154.881747,,2913.9346,10.9172,29.9102,113.9578,12.0837,4.995,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2020,0,273.262,2547.4895,2.2503,0,9.5829,11.2466,0,1.4236,140.925058,,2655.3229,9.849,26.9836,102.8075,10.9014,4.506261,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2018,0,207.167,97.2257,32.9575,0,5.4287,5.039,0,1.2737,13.571759,,246.122,0.9317,2.5526,8.61,0.5174,0.045947,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2019,0,195.839,80.4807,35.847,0,4.8095,4.763,0,1.3215,12.023634,,217.5551,0.8151,2.2331,7.5322,0.4526,0.040196,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2020,0,218.413,118.0618,52.4085,0,5.6813,4.598,0,1.3304,14.203314,,258.2533,0.9579,2.6244,8.8521,0.532,0.047239,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2018,0,11360.592,0.7117,460.1564,0,0,0,6899.3361,88.1904,397.891876,,3515.7289,13.309,36.463,69.3782,0.6571,6.705917,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2019,0,11312.664,4.1856,133.9566,0,0,0,7077.653,136.0473,408.175594,,3561.0171,13.3415,36.5522,69.5478,0.6587,6.722311,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2020,0,11195.92,11.5763,521.7704,0,0,0,6762.996,188.2895,390.028997,,3344.4115,12.405,33.9862,64.6655,0.6124,6.250396,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2018,6899.3361,1724.834,0.1701,41.3983,0,0,0,1585.7029,93.5255,4.377375,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2019,7077.653,1769.4132,0.1083,153.655,0,0,0,1491.4178,120.2475,4.201253,,0,0,0,0,0,0,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2020,6762.996,1690.749,0.5596,107.8859,0,0,0,998.1897,138.8858,4.116899,,0,0,0,0,0,0,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Tanah/Minyak,2018,65.9427,34.2902,28.794,0.0001,0,0,0,0,0,0,,63.0841,0.2388,0.6543,5.9015,0,0.654271,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Tanah/Minyak,2019,62.9219,32.7194,0,0,0,0,0,0,0,0,,32.7194,0.1226,0.3358,3.0294,0,0.335849,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Tanah/Minyak,2020,63.8928,33.2243,0,0,0,0,0,0,0,0,,33.2243,0.1232,0.3376,3.0454,0,0.337627,2,,04/01/2023 - 08:59
Telur,Telur Ayam Ras,2020,0,5044.395,0,0,0,0,0,0,0,103.410098,,4940.9849,18.3269,50.2107,61.9369,4.9889,4.342721,2,,04/01/2023 - 08:59
Telur,Telur Itik,2020,0,332.907,0,0,0,0,44.9424,0,0,13.049954,,274.9146,1.0197,2.7937,4.5042,0.2787,0.366374,2,,04/01/2023 - 08:59
Telur,Telur Ayam Buras,2019,0,246.692,1.9306,0.1758,0,0,62.1117,0,0,9.590047,,176.7451,0.6622,1.8142,2.25,0.1476,0.173075,1,,04/01/2023 - 08:59
Telur,Telur Ayam Ras,2019,0,4753.382,0,0,0,0,0.04,0,0,97.444331,,4655.8977,17.4436,47.7906,58.9516,4.7485,4.13341,1,,04/01/2023 - 08:59
Telur,Telur Itik,2019,0,328.686,0,0,0,0,44.3726,0,0,12.884491,,271.4289,1.0169,2.7861,4.492,0.278,0.365376,1,,04/01/2023 - 08:59
Telur,Telur Ayam Buras,2018,0,212.342,1.9118,0.0481,0,0,53.5514,0,0,8.268339,,152.3859,0.5769,1.5805,1.9601,0.1286,0.150775,0,,04/01/2023 - 08:59
Telur,Telur Ayam Ras,2018,0,4688.1207,0,0,0,0,0.04,0,0,96.106474,,4591.9742,17.3832,47.6252,58.7476,4.732,4.119104,0,,04/01/2023 - 08:59
Telur,Telur Itik,2018,0,306.536,0,0,0,0,41.3824,0,0,12.016211,,253.1374,0.9583,2.6254,4.2329,0.2619,0.344301,0,,04/01/2023 - 08:59
Telur,Telur Ayam Buras,2020,0,250.971,1.9741,0.082,0,0,63.2158,0,0,9.760513,,179.8868,0.6672,1.828,2.2671,0.1487,0.174393,2,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2020,0,332,0,0,0,0,1,0,0,10,,320,1,3,1,0,0,2,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2020,0,1013,17,0,0,0,7,0,0,29,,994,3,10,2,0.09,0.03,2,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2020,0,598,0,0,0,0,0,0,0,21,,577,2,5,1,0,0,2,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2020,0,1216,36,2,0,0,9,0,0,35,,1206,4,12,3,0,0,2,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2020,0,611,0,0,0,0,0,0,0,21,,590,2,5,0,0,0,2,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah berkulit,2019,0,654.8287,14.56,2.0975,0,0,0,633.9267,0,33.364561,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2019,633.9267,380.356,323.5456,2.8121,0,0,24.5525,59.6627,0,21.45334,,595.421,2.2308,6.1117,33.4922,1.7174,2.646374,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2019,0,424.189,2677.3375,3.8915,0,4.3367,15.143,0,20.6301,78.060401,,2979.4647,11.1627,30.5828,116.5205,12.3555,5.10733,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2019,0,182.538,80.4807,36.2479,0,4.5354,4.1447,0,0,11.338537,,206.7521,0.7746,2.1222,7.1582,0.4302,0.0382,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2019,0,11359.4067,4.4079,606.4087,,,,6808.3622,,392.645317,,3556.3984,13.3242,36.5048,69.4576,0.6578,6.713592,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2019,6808.3622,1702.0906,0.1083,153.655,0,0,0,1511.1552,33.3624,4.026214,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2019,1580,1040,0,9,0,0,2,0,0,25,,1005,3.76,10.31,3,0.13,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2020,1815.4453,1195.2892,0.8997,8.5338,0,0,2.8504,0,0,25.77064,0,1159.034,4.2895,11.752,3.7125,0.1428,0.03173,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2021,2004.5904,1319.8223,0.6685,4.698,0,0,3.1579,0,0,28.552705,0,1284.0823,4.7091,12.9016,4.0756,0.1568,0.034834,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2019,0,436,0,0,0,0,3,0,0,11,,423,1.58,4.34,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Ketimun,2021,0,471.9409,0.2118,0.0153,0,0,3.3522,0,0,8.026336,,460.7589,1.6897,4.6294,0.2226,0.0104,0.003889,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2019,0,62,0,0,0,0,2,0,0,1,,58,0.22,0.6,2,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Merah,2021,0,0,0.1457,0.0216,0,0,0.0036,0,0,0.00299,,0.1175,0.0004,0.0012,0.0032,0.0002,2.715202,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2019,0,353,0,0,0,0,2,0,0,8,,343,1.28,3.52,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2020,0,359,0,0,0,0,2,0,0,9,,349,1.29,3.55,1,0.07,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Kacang Panjang,2021,0,383.6853,0,0.0013,0,0,1.6882,0,0,7.558575,,374.4372,1.3732,3.7621,0.7788,0.0779,0.012979,0,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2019,0,1315,124,5,0,0,17,0,0,35,,1382,5.18,14.19,6,0.21,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Kentang,2020,0,1282.7678,124.498,8.7827,0,0,16.6419,0,0,15.805057,0,1366.0362,5.0556,13.8509,6.1315,0.2072,0.020015,0,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2019,0,1020,13,0,0,0,7,0,0,25,,1001,3.75,10.27,2,0.09,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Tomat,2020,0,1085,15,0,0,0,8,0,0,27,,1065,3.95,10.83,2,0.1,0.03,1,,04/01/2023 - 08:59
Sayur-sayuran,Kubis/Kol,2019,0,1413,3,39,0,0,0,0,0,33,,1344,5.04,13.8,2,0.11,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2018,0,610,0,0,0,0,0,0,0,21,,588,2.23,6.1,2,0.04,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2019,0,675,0,0,0,0,0,0,0,16,,658,2.47,6.76,2,0.05,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Wortel,2021,0,720.09,0.3067,0.0337,0,0,0,0,0,17.36075,,703.0023,2.5781,7.0633,1.7901,0.0497,0.029835,0,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2018,0,1207,40,1,0,0,9,0,0,34,,1202,4.55,12.47,3,0.09,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2019,0,1214,44,1,0,0,9,0,0,30,,1218,4.56,12.51,3,0.09,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Cabe,2020,0,1264.1896,34.8122,2.5489,0,0,9.2048,0,0,20.087545,0,1267.1606,4.6896,12.8483,2.8832,0.0928,0.032763,0,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2018,0,552,0,0,0,0,4,0,0,15,,532,2.01,5.52,2,0.07,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2021,0,676.3392,0,0,0,0,4.9353,0,0,11.357843,,659.769,2.4196,6.6289,2.1517,0.0884,0.034026,0,,04/01/2023 - 08:59
Sayur-sayuran,Terong,2019,0,575,0,0,0,0,4,0,0,14,,557,2.09,5.72,2,0.08,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2018,0,636,0,0,0,0,0,0,0,22,,614,2.23,6.37,0,0.03,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2019,0,653,0,0,0,0,0,0,0,16,,637,2.39,6.54,0,0.04,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Petsai/Sawi,2020,0,667,0,0,0,0,0,0,0,16,,651,2.42,6.62,0,0.04,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2018,0,573,0,0,0,0,4,0,0,16,,553,2.09,5.74,1,0.07,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2019,0,591,0,0,0,0,4,0,0,14,,572,2.14,5.87,1,0.07,0.03,0,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2018,0,290,0,0,0,0,2,0,0,8,,279,1.06,2.9,0,0.04,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2019,0,296,0,0,0,0,2,0,0,7,,287,1.07,2.94,0,0.04,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Kangkung,2020,0,312.3362,0,0,0,0,1.8116,0,0,5.715753,0,304.8089,1.1281,3.0906,0.3635,0.0441,0.009086,0,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2018,0,27,0,0,0,0,0,0,0,1,,26,0.1,0.27,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2019,0,24,0,0,0,0,0,0,0,1,,24,0.09,0.24,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2020,0,24.9017,0.0044,0,0,0,0.0969,0,0,0.502125,0,24.2368,0.0897,0.2457,0.0449,0.0019,0.000214,0,,04/01/2023 - 08:59
Sayur-sayuran,Lobak,2021,0,0,0.0044,0.0651,0,0,-0.0002,0,0,-0.001226,0,-0.0592,-0.0002,-0.0006,-0.0001,-4.6609,-5.17881,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2018,0,454,0,0,0,0,2,0,0,14,,438,1.66,4.54,1,0.02,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2019,0,408,0,1,0,0,2,0,0,10,,395,1.48,4.06,1,0.02,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2020,0,511.0145,0,0,0,0,2.1974,0,0,10.120574,0,498.6965,1.8456,5.0565,1.2591,0.0252,0.004197,0,,04/01/2023 - 08:59
Sayur-sayuran,Labu Siam,2021,0,516.9537,0.0039,0.3836,0,0,2.2213,0,0,10.228166,,504.1246,1.8488,5.0651,1.2612,0.0252,0.004204,0,,04/01/2023 - 08:59
Daging,Daging Sapi,2019,504.802,378.2481,197.3469,0,0,0,0,0,0.0016,0.460476,0,575.133,2.1548,5.9035,12.2202,1.1099,0.826486,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2019,1580,1040,0,9,0,0,2,0,0,22,,1007,3.77,10.34,3,0.13,0.03,0,,04/01/2023 - 08:59
Daging,Daging Sapi,2020,453,340,167,0,0,0,0,0,0,0,,506,1.88,5.15,11,0.97,0.72,1,,04/01/2023 - 08:59
Daging,Daging Sapi,2021,438,328,218,0,0,0,0,0,0,0,,545,2,5.49,11,1.03,0.77,2,,04/01/2023 - 08:59
Daging,Daging Kerbau,2019,24.789,17.427,0,0,0,0,0,0,0,0.014,,17.413,0.07,0.18,0,0.03,0,0,,04/01/2023 - 08:59
Minyak dan Lemak,Kopra/Minyak Goreng,2021,1042.0692,625.2415,67.213,600.1789,0,0,0,0,16.2412,0,0,76.0268,0.2788,0.7639,6.6456,0.0076,0.748588,0,,04/01/2023 - 08:59
Minyak dan Lemak,Minyak sawit,2021,0,45121.4805,0.3265,986.1801,0,0,0,14296.7254,29838.9015,0,0,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Daging,Daging Kerbau,2020,18.5259,13.0237,0,0,0,0,0,0,0,0.0104,,13.0133,0.05,0.13,0,0.02,0,1,,04/01/2023 - 08:59
Minyak dan Lemak,Lemak Sapi,2021,0,28.4559,0,0,0,0,0,0,0,0,0,28.4559,0.1044,0.2859,2.3387,0.0043,0.257315,0,,04/01/2023 - 08:59
Minyak dan Lemak,Lemak Kerbau,2021,0,0.9836,0,0,0,0,0,0,0,0,0,0.9836,0.0036,0.0099,0.0808,0.0001,0.008894,0,,04/01/2023 - 08:59
Daging,Daging Kerbau,2021,20.9723,14.7435,0,0,0,0,0,0,0,0.0118,,14.7317,0.05,0.15,0,0.03,0,2,,04/01/2023 - 08:59
Minyak dan Lemak,Lemak Kambing,2021,0,4.8578,0,0,0,0,0,0,0,0,0,4.8578,0.0178,0.0488,0.3992,0.0007,0.043927,0,,04/01/2023 - 08:59
Minyak dan Lemak,Lemak Domba,2021,0,4.3015,0,0,0,0,0,0,0,0,0,4.3015,0.0158,0.0432,0.3535,0.0006,0.038896,0,,04/01/2023 - 08:59
Minyak dan Lemak,Lemak Babi,2021,0,38.5814,0,0,0,0,0,0,0,0,0,38.5814,0.1415,0.3876,3.4965,0,0.387639,0,,04/01/2023 - 08:59
Buah-buahan,Pisang,2020,0,8182.7561,0.0007,12.3453,0,0,0,0,0,90.691566,0,8079.7198,29.9023,81.9241,39.5694,0.4301,0.12903,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2020,0,2131,5518,42,0,0,0,0,2,301,,6994,25.94,71.07,259,0,0,1,,04/01/2023 - 08:59
Gula,Gula Mangkok,2020,0,713,0,0,0,0,0,0,0,0,,713,2.64,7.24,27,0.22,0.72,1,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2021,0,669.2605,0.1012,0.447,0,0,0,0,0,7.4284,0,661,2.427,6.6493,3.4461,0.0365,0.263522,0,,04/01/2023 - 08:59
Susu,Susu Sapi,2020,0,947,0,0,0,95,0,0,0,0.0189,,852,3.16,8.66,5,0.28,0.3,1,,04/01/2023 - 08:59
Susu,Susu Impor,2020,0,0,1425,110,0,0,0,0,0,0,,1315,4.88,13.36,0,0.43,0.47,1,,04/01/2023 - 08:59
Gula,Gula Pasir,2021,0,2419,5940,314,0,0,0,0,2,320,0,7443,27.34,74.9,273,0,0,2,,04/01/2023 - 08:59
Buah-buahan,Jeruk,2021,0,2401.0638,99.1278,1.3061,0,0,0,0,0,27.737629,0,2.471,9.06,24.83,5,0.09,0.03,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2021,0,546,0,0,0,0,0,0,0,0,,546,2.01,5.5,21,0.16,0.55,2,,04/01/2023 - 08:59
Buah-buahan,Duku,2021,0,250.3554,0.276,0.0004,0,0,0,0,0,2.782004,0,247.849,0.9089,2.4902,1.0041,0.0159,0.003187,0,,04/01/2023 - 08:59
Susu,Susu Sapi,2021,0,963,0,128,0,84,0,0,0,1,,751,2.76,7.56,5,0.24,0.26,2,,04/01/2023 - 08:59
Buah-buahan,Durian,2021,0,1353.037,0.0003,0.0638,0,0,0,0,0,15.018006,0,1337.9555,4.9066,13.4429,3.963,0.0739,0.088723,0,,04/01/2023 - 08:59
Susu,Susu Impor,2021,0,0,1571,0,0,0,0,0,0,0,,1571,5.77,15.81,10,0.51,0.55,2,,04/01/2023 - 08:59
Buah-buahan,Jambu,2021,0,422.4907,0,0.0337,0,0,0,0,0,4.689273,0,417.7677,1.5321,4.1974,1.6865,0.031,0.010326,0,,04/01/2023 - 08:59
Minyak dan Lemak,Minyak sawit/minyak goreng,2021,14296.7254,9761.8041,0.0009,3047.7075,-1.476,0,0,0,975.0963,0,0,5740.4772,21.0519,57.6764,520.2408,0,26.819509,0,,04/01/2023 - 08:59
Buah-buahan,Jambu Air,2021,0,206.423,0,0,0,0,0,0,0,2.291295,0,204.1317,0.7486,2.051,0.8491,0.0111,0.003692,0,,04/01/2023 - 08:59
Buah-buahan,Mangga,2021,0,2835.4423,0,0.3215,0,0,0,0,0,31.469842,0,2803.651,10.2817,28.1692,6.6886,0.0659,0.023803,0,,04/01/2023 - 08:59
Padi - Padian,Beras,2021,51770,31686,387,4,197,54,0,0,0,797,0,31021,113.94,312.18,1127,27.38,4.99,2,,04/01/2023 - 08:59
Buah-buahan,Nanas,2021,0,2886.4168,0.0292,232.6899,0,0,0,0,0,29.456693,0,2624.2399,9.624,26.3665,2.8508,0.0433,0.020962,0,,04/01/2023 - 08:59
Buah-buahan,Pepaya,2021,0,1168.2659,0,0.0244,0,0,0,0,0,12.967481,0,1155.274,4.2367,11.6074,3.0034,0.0331,0,0,,04/01/2023 - 08:59
Buah-buahan,Pisang,2022,0,9245.427,0,12.7665,0,0,0,0,0,102.6242,0,9142.7929,33.5291,91.8605,44.3686,0.4823,0.1447,1,,04/01/2023 - 08:59
Buah-buahan,Rambutan,2021,0,884.7017,0,0.2002,0,0,0,0,0,9.817967,0,874.6836,3.2077,8.7882,0.9702,0.0127,0.0014,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2021,0,1120.2424,0,1.5141,0,0,0,0,0,12.417884,0,1106.3104,4.0571,11.1154,10.0584,0.035,0.011916,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2021,0,169.7111,0,1.8837,0,0,0,0,0,1.8837,0,167.8227,0.6155,1.6862,0.8865,0.0092,0.025975,0,,04/01/2023 - 08:59
Buah-buahan,Melon,2021,0,129.1471,0,0.0794,0,0,0,0,0,1.432652,0,127.6351,0.4681,1.2824,0.2752,0.0045,0.002975,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2021,0,414.2424,0,0.086,0,0,0,0,0,4.597136,0,409.5593,1.502,4.115,0.2438,0.0044,0.001704,0,,04/01/2023 - 08:59
Buah-buahan,Belimbing,2021,0,137.4496,0,0.0002,0,0,0,0,0,1.525689,0,135.9237,0.4985,1.3657,0.3636,0.004,0.003993,0,,04/01/2023 - 08:59
Buah-buahan,Manggis,2021,0,303.9344,0,20.4533,0,0,0,0,0,3.14664,0,280.3344,1.0281,2.8166,0.5146,0.0049,0.004901,0,,04/01/2023 - 08:59
Buah-buahan,Buah Naga,2021,0,484.083,0,0.1161,0,0,0,0,0,5.372,0,478.5949,1.7551,4.8086,2.4524,0.0375,0.0183,0,,04/01/2023 - 08:59
Buah-buahan,Leci,2021,0,0,5.4572,0.0002,0,0,0,0,0,0.060573,0,5.3965,0.0198,0.0542,0.0417,0.0004,0.000325,0,,04/01/2023 - 08:59
Buah-buahan,Lengkeng,2021,0,90.3776,51.7358,0.6176,0,0,0,0,0,1.5706,0,139.9252,0.5131,1.4059,0.9841,0.112,0.0042,0,,04/01/2023 - 08:59
Buah-buahan,Kesemek,2021,0,0,0.1332,0,0,0,0,0,0,0.001479,0,0.1317,0.0005,0.0013,0.001,0,0.000005,0,,04/01/2023 - 08:59
Buah-buahan,Nangka/cempedak,2021,0,906.514,0,0.1027,0,0,0,0,0,10.061165,0,896.3501,3.2872,9.0059,0.7484,0.0086,0.002017,0,,04/01/2023 - 08:59
Buah-buahan,Markisa,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2021,0,158.9256,0,0,0,0,0,0,0,1.764074,0,157.1615,0.5764,1.5791,0.6979,0.0107,0.003221,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2021,0,172.3732,0,0,0,0,0,0,0,1.913343,0,170.4599,0.6251,1.7127,1.8538,0.0226,0.003014,0,,04/01/2023 - 08:59
Buah-buahan,Apel,2021,0,509.5439,179.4128,0.002,0,0,0,0,0,7.647397,0,681.3073,2.4985,6.8453,2.9186,0.0259,0.020481,0,,04/01/2023 - 08:59
Buah-buahan,Anggur,2021,0,12.1636,95.3633,0.0006,0,0,0,0,0,1.193542,0,106.3328,0.39,1.0684,0.4273,0.0053,0.002137,0,,04/01/2023 - 08:59
Buah-buahan,Strobery,2021,0,9.8596,0.8199,0.1595,0,0,0,0,0,0.116771,0,10.4032,0.0382,0.1045,0.0387,0.0007,0.001185,0,,04/01/2023 - 08:59
Buah-buahan,Blewah,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,04/01/2023 - 08:59
Buah-buahan,Lemon,2021,0,34.2464,9.4623,0.0697,0,0,0,0,0,0.484392,0,36.9913,0.1357,0.3717,0.0897,0.0013,0.0021,0,,04/01/2023 - 08:59
Buah-buahan,Jeruk Besar,2021,0,112.7967,0.0415,0,0,0,0,0,0,1.252504,0,111.5857,0.4092,1.1211,0.3337,0.0042,0.00139,0,,04/01/2023 - 08:59
Buah-buahan,Kurma,2021,0,0,48.4506,0.0707,0,0,0,0,0,0.537016,0,47.8428,0.1755,0.4807,1.4228,0.012,0,0,,04/01/2023 - 08:59
Buah-buahan,Buah Ara(Buah Tin),2021,0,0,0.0181,0,0,0,0,0,0,0.000201,0,0.0179,0.0001,0.0002,0.0001,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Pir,2021,0,0,230.5618,0,0,0,0,0,0,2.559236,0,228.0025,0.8361,2.2908,1.5119,0.0092,0,0,,04/01/2023 - 08:59
Buah-buahan,"Aprikot,Ceri Dan Persik",2021,0,0,3.2904,0.0181,0,0,0,0,0,0.036286,0,3.2327,0.0119,0.0325,0.011,0.0049,0.000097,0,,04/01/2023 - 08:59
Buah-buahan,Rasberry Dan Blackberry,2021,0,0,0.1609,0.0329,0,0,0,0,0,0.0014,0,0.1266,0.0004,0.0013,0.0003,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Kiwi,2021,0,0,4.9167,0,0,0,0,0,0,0.054575,0,4.8621,0.0178,0.0489,0.0225,0.0004,0.000195,0,,04/01/2023 - 08:59
Padi - Padian,Gabah,2021,0,55270,0,0,0,243,272,51770,0,2985,0,0,0,0,0,0,0,2,,04/01/2023 - 08:59
Padi - Padian,Jagung,2021,18147,13415,1170,68,-50,1293,49,0,10693,673,1596,264,0.97,2.65,9,0.17,0.14,0,,04/01/2023 - 08:59
Padi - Padian,Jagung basah,2021,0,529,3,0,0,0,0,0,0,0,0,532,1.95,5.34,1,0.02,0.01,0,,04/01/2023 - 08:59
Padi - Padian,Gandum,2021,0,0,11495,0,0,0,0,11489,6,0,0,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Padi - Padian,Tepung Gandum,2021,11202,8065,55,53,0,0,0,0,0,36,0,8031,29.45,80.69,269,7.26,0.81,0,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
