Nama Kelompok,Nama komoditi,Tahun,Masukan,Keluaran,Impor,Ekpor,Perubahan stok,Pakan,Bibit,Makanan,Bukan makanan,Tercecer,Penggunaan lain,Bahan makanan,Kg tahun,Gram hari,Kalori hari,Protein hari,Lemak hari,Status angka,Kd uraian,Create at
Buah-buahan,Salak,1994,0,292,0,0,0,0,0,0,0,29,,263,1.38,3.78,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Salak,1995,0,663,0,0,0,0,0,0,0,66,,597,3.09,8.45,3,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Salak,1996,0,484,0,0,0,0,0,0,0,48,,436,2.22,6.07,2,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Salak,1997,0,525,0,0,0,0,0,0,0,53,,472,2.36,6.48,2,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Salak,1998,0,353,0,0,0,0,0,0,0,35,,318,1.57,4.29,2,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Salak,1999,0,405,0,0,0,0,0,0,0,41,,365,1.8,4.92,8,0.02,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2000,0,424,0,0,0,0,0,0,0,42,,381,1.85,5.07,8,0.03,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2001,0,681,0,0,0,0,0,0,0,68,,613,2.94,8.06,13,0.04,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2002,0,768,0,0,0,0,0,0,0,52,,716,3.39,9.29,14,0.04,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2003,0,928.61,0,0,0,0,0,0,0,63.15,,865.46,4.05,11.09,17,0.05,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2004,0,801,0,0,0,0,0,0,0,54,,747,3.45,9.45,15,0.05,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2005,0,938,0,0,0,0,0,0,0,64,,874,3.98,10.89,18,0.05,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2006,0,862,0,0,0,0,0,0,0,59,,803,3.61,9.88,16,0.05,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2007,0,806,0,0,0,0,0,0,0,55,,751,3.33,9.12,15,0.05,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2008,0,862.47,0,0,0,0,0,0,0,59,,804,3.52,9.64,16,0.05,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2009,0,829.01,0,0,0,0,0,0,0,56,,773,3.34,9.03,15,0.04,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2010,0,750,0,0,0,0,0,0,0,51,,699,2.93,8.03,13,0.04,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2011,0,1082,0,0,0,0,0,0,0,74,,1009,4.17,11.42,10,0.04,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Salak,2012,0,1035,0,1,0,0,0,0,0,70,,964,3.93,10.76,10,0.03,0.01,1,,04/01/2023 - 08:59
Buah-buahan,Salak,2013,0,932,0,1,0,0,0,0,0,63,,868,3.49,9.55,9,0.03,0.01,2,,04/01/2023 - 08:59
Buah-buahan,Sawo,1993,0,70,0,0,0,0,0,0,0,7,,63,0.92,0.92,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,1994,0,66,0,0,0,0,0,0,0,7,,59,0.31,0.85,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,1995,0,69,0,0,0,0,0,0,0,7,,62,0.32,0.88,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,1996,0,69,0,0,0,0,0,0,0,7,,62,0.32,0.86,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,1997,0,55,0,0,0,0,0,0,0,6,,49,0.25,0.68,0,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,1998,0,47,0,0,0,0,0,0,0,5,,42,0.21,0.57,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,1999,0,45,0,0,0,0,0,0,0,5,,41,0.2,0.55,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2000,0,53,0,0,0,0,0,0,0,5,,48,0.23,0.64,1,0,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2001,0,63,0,0,0,0,0,0,0,6,,57,0.27,0.75,1,0.01,0.01,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2002,0,69,0,0,0,0,0,0,0,1,,69,0.33,0.89,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2003,0,83.88,0,0,0,0,0,0,0,0.68,,83.2,0.39,1.07,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2004,0,88,0,0,0,0,0,0,0,1,,87,0.4,1.11,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2005,0,84,0,0,0,0,0,0,0,1,,83,0.38,1.04,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2006,0,107,0,0,0,0,0,0,0,1,,106,0.48,1.31,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2007,0,101,0,0,0,0,0,0,0,1,,100,0.45,1.22,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2008,0,120.65,0,0,0,0,0,0,0,1,,120,0.52,1.43,1,0.01,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2009,0,127.88,0,0,0,0,0,0,0,1,,127,0.55,1.48,1,0.01,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2010,0,123,0,0,0,0,0,0,0,1,,122,0.51,1.4,1,0.01,0.03,0,,04/01/2023 - 08:59
Buah-buahan,Sawo,2011,0,118,0,0,0,0,0,0,0,1,,117,0.48,1.33,1,0.01,0.02,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,1993,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,1994,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,1995,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,1996,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,1997,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,1998,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,1999,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2001,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2002,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2003,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2004,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Semangka,2005,0,367,1,0,0,0,0,0,0,3,,364,1.66,4.54,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2006,0,393,0,0,0,0,0,0,0,3,,390,1.75,4.79,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2007,0,351,1,0,0,0,0,0,0,3,,348,1.54,4.23,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2008,0,371,1,1,0,0,0,0,0,3,,368,1.61,4.41,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2009,0,474,1,0,0,0,0,0,0,4,,471,2.03,5.5,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2010,0,349,1,0,0,0,0,0,0,3,,347,1.45,3.98,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2011,0,498,1,0,0,0,0,0,0,4,,494,2.04,5.59,0,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Semangka,2012,0,516,0,0,0,0,0,0,0,4,,511,2.08,5.71,0,0.01,0,1,,04/01/2023 - 08:59
Buah-buahan,Semangka,2013,0,440,0,0,0,0,0,0,0,4,,436,1.75,4.8,0,0.01,0,2,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1993,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1994,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1995,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1996,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1997,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1998,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,1999,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2001,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2002,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2003,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2004,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2005,0,76,0,0,0,0,0,0,0,1,,75,0.34,0.94,0,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2006,0,84,0,0,0,0,0,0,0,1,,84,0.38,1.03,0,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2007,0,56,0,0,0,0,0,0,0,0,,55,0.25,0.67,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2008,0,55.04,0,0,0,0,0,0,0,0,,55,0.24,0.65,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2009,0,65.36,0,0,0,0,0,0,0,1,,65,0.28,0.76,0,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2010,0,61,0,0,0,0,0,0,0,1,,60,0.25,0.69,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2011,0,60,0,0,0,0,0,0,0,0,,59,0.25,0.67,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2012,0,52,0,0,0,0,0,0,0,0,,51,0.21,0.57,0,0,0,1,,04/01/2023 - 08:59
Buah-buahan,Sirsak,2013,0,76,0,0,0,0,0,0,0,1,,75,0.3,0.83,0,0.01,0,2,,04/01/2023 - 08:59
Buah-buahan,Sukun,1993,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,1994,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,1995,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,1996,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,1997,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,1998,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,1999,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2001,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2002,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2003,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2004,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,04/01/2023 - 08:59
Buah-buahan,Sukun,2005,0,74,0,0,0,0,0,0,0,1,,73,0.33,0.91,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2006,0,88,0,0,0,0,0,0,0,1,,88,0.39,1.08,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2007,0,92,0,0,0,0,0,0,0,1,,91,0.4,1.11,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2008,0,113.78,0,0,0,0,0,0,0,1,,113,0.49,1.35,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2009,0,110.92,0,0,0,0,0,0,0,1,,110,0.48,1.29,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2010,0,89,0,0,0,0,0,0,0,1,,88,0.37,1.02,1,0.01,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2011,0,102,0,0,0,0,0,0,0,1,,101,0.42,1.15,1,0.02,0,0,,04/01/2023 - 08:59
Buah-buahan,Sukun,2012,0,112,0,0,0,0,0,0,0,1,,111,0.45,1.24,1,0.02,0,1,,04/01/2023 - 08:59
Buah-buahan,Sukun,2013,0,111,0,0,0,0,0,0,0,1,,110,0.44,1.21,1,0.02,0,2,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1993,0,93,0,0,0,0,0,0,0,9,,84,0.45,1.23,0,0.03,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1994,0,102,0,0,0,0,0,0,0,10,,92,0.48,1.32,0,0.03,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1995,0,150,0,0,0,0,0,0,0,15,,135,0.7,1.91,0,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1996,0,120,0,0,0,0,0,0,0,12,,108,0.55,1.5,0,0.04,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1997,0,74,0,0,0,0,0,0,0,7,,67,0.33,0.91,0,0.02,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1998,0,98,0,0,0,0,0,0,0,10,,88,0.43,1.19,1,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,1999,0,81,0,0,0,0,0,0,0,8,,73,0.36,0.98,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2000,0,66,0,0,0,0,0,0,0,7,,59,0.29,0.79,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2001,0,64,0,0,0,0,0,0,0,6,,58,0.28,0.76,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2002,0,71,0,0,0,0,0,0,0,2,,69,0.33,0.89,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2003,0,109.42,0.01,0,0,0,0.48,0,0,2.99,,105.96,0.5,1.36,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2004,0,108,0,0,0,0,0,0,0,3,,104,0.48,1.32,0,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2005,0,124,0,0,0,0,1,0,0,3,,120,0.55,1.5,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2006,0,149,0,0,0,0,1,0,0,4,,144,0.65,1.78,0,0.01,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2007,0,156,0,0,0,0,1,0,0,4,,151,0.67,1.83,0,0.01,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2008,0,164,0,0,0,0,1,0,0,4,,158,0.69,1.9,0,0.01,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2009,0,174,0,0,0,0,1,0,0,5,,168,0.72,1.96,0,0.01,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2010,0,152,0,0,0,0,1,0,0,4,,147,0.62,1.69,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2011,0,161,0,1,0,0,1,0,0,4,,155,0.64,1.75,0,0.01,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2012,0,155,0,0,0,0,1,0,0,4,,150,0.61,1.67,0,0.01,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Bayam,2013,0,203,0,0,0,0,1,0,0,6,,196,0.79,2.16,0,0.01,0,2,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1993,0,192,0,0,0,0,0,0,0,19,,173,0.92,2.53,1,0.05,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1994,0,214,0,0,0,0,0,0,0,21,,193,1.01,2.77,1,0.06,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1995,0,331,0,0,0,0,0,0,0,33,,298,1.54,4.22,1,0.09,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1996,0,306,0,0,0,0,0,0,0,31,,275,1.4,3.83,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1997,0,295,11,0,0,0,0,0,0,31,,275,1.38,3.78,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1998,0,312,7,1,0,0,0,0,0,32,,286,1.41,3.87,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,1999,0,282,11,0,0,0,0,0,0,29,,264,1.3,3.56,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2000,0,303,7,0,0,0,0,0,0,31,,279,1.35,3.71,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2001,0,228,7,0,0,0,0,0,0,23,,211,1.01,2.78,1,0.06,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2002,0,230,14,20,0,0,1,0,0,6,,217,1.03,2.81,1,0.06,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2003,0,247.78,14.98,17.88,0,0,1.08,0,0,6.69,,237.12,1.11,3.04,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2004,0,268,8,1,0,0,1,0,0,8,,266,1.23,3.37,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2005,0,284,11,1,0,0,1,0,0,8,,285,1.3,3.55,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2006,0,270,10,1,0,0,1,0,0,8,,269,1.21,3.31,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2007,0,267,1,0,0,0,1,0,0,7,,260,1.15,3.15,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2008,0,267,6,0,0,0,1,0,0,7,,264,1.16,3.17,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2009,0,291,7,0,0,0,1,0,0,8,,289,1.23,3.37,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2010,0,336,9,0,0,0,2,0,0,9,,335,1.4,3.85,1,0.08,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2011,0,335,9,0,0,0,2,0,0,9,,333,1.38,3.77,1,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2012,0,332,2,0,0,0,1,0,0,9,,314,1.28,3.5,1,0.07,0.01,1,,04/01/2023 - 08:59
Sayur-sayuran,Buncis,2013,0,354,3,0,0,0,2,0,0,10,,345,1.39,3.8,1,0.07,0.01,2,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1993,0,243,0,2,0,0,0,0,0,24,,217,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1994,0,272,0,0,0,0,0,0,0,27,,245,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1995,0,300,0,0,0,0,0,0,0,30,,270,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1996,0,352,0,1,0,0,0,0,0,35,,316,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1997,0,294,1,2,0,0,0,0,0,29,,264,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1998,0,288,0,1,0,0,0,0,0,29,,258,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,1999,0,324,0,0,0,0,0,0,0,32,,292,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2000,0,311,0,0,0,0,0,0,0,31,,280,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2001,0,283,0,0,0,0,0,0,0,28,,255,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2002,0,315,0,0,0,0,2,0,0,8,,305,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2003,0,346,0,0,0,0,2,0,0,9,,335,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2004,0,476,0,0,0,0,3,0,0,12,,461,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2005,0,501,1,0,0,0,4,0,0,12,,486,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2006,0,571,1,0,0,0,4,0,0,14,,554,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2007,0,480,1,0,0,0,3,0,0,12,,466,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2008,0,548,1,0,0,0,4,0,0,13,,531,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2009,0,549,0,0,0,0,4,0,0,14,,532,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2010,0,541,1,0,0,0,4,0,0,13,,525,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2011,0,527,1,0,0,0,4,0,0,13,,511,0,0,1,0,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2012,0,597,0,0,0,0,4,0,0,15,,578,0,0,1,0,0,1,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Daun,2013,0,656,0,0,0,0,5,0,0,16,,635,0,0,1,0,0,2,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1993,561,381,15,5,0,0,90,0,0,39,,262,1.4,3.83,1,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1994,635,433,10,5,0,0,102,0,0,44,,292,1.53,4.19,1,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1995,593,403,21,3,0,0,93,0,0,42,,286,1.48,4.05,1,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1996,769,523,29,5,0,0,116,0,0,55,,376,1.91,5.23,2,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1997,606,412,29,2,0,0,106,0,0,44,,289,1.45,3.96,1,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1998,599,407,29,0,0,0,92,0,0,44,,301,1.48,4.06,1,0.05,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,1999,938,638,24,6,0,0,125,0,0,66,,465,2.29,6.28,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2000,773,526,39,5,0,0,100,0,0,56,,404,1.96,5.37,2,0.07,0.01,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2001,861,586,33,4,0,0,96,0,0,61,,457,2.19,6.01,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2002,767,495,22,5,0,0,1,0,0,43,,469,2.22,6.08,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2003,763,492,29,4,0,0,1,0,0,43,,473,2.21,6.06,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2004,757,489,33,3,0,0,1,0,0,43,,474,2.19,6.01,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2005,733,473,36,3,0,0,1,0,0,42,,463,2.1,5.77,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2006,795,513,33,11,0,0,1,0,0,45,,490,2.2,6.02,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2007,803,518,69,6,0,0,1,0,0,49,,532,2.36,6.46,2,0.09,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2008,854,551,83,8,0,0,2,0,0,52,,572,2.5,6.86,2,0.09,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2009,965,623,43,8,0,0,2,0,0,55,,602,2.57,7.03,2,0.09,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2010,1049,677,47,2,0,0,2,0,0,60,,660,2.77,7.58,3,0.1,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2011,893,577,104,9,0,0,2,0,0,56,,614,2.54,6.95,2,0.08,0.02,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2012,964,622,63,12,0,0,2,0,0,56,,615,2.51,6.86,2,0.08,0.02,1,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Merah,2013,1161,750,50,3,0,0,2,0,0,67,,729,2.93,8.03,3,0.1,0.02,2,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1993,128,91,18,0,0,0,16,0,0,11,,82,0.44,1.2,1,0.05,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1994,135,96,21,0,0,0,17,0,0,12,,88,0.46,1.26,1,0.05,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1995,152,108,32,0,0,0,18,0,0,14,,108,0.56,1.53,1,0.06,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1996,146,104,43,0,0,0,16,0,0,15,,116,0.59,1.61,1,0.06,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1997,102,72,45,0,0,0,15,0,0,12,,90,0.45,1.24,1,0.05,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1998,84,60,100,0,0,0,15,0,0,16,,129,0.63,1.74,1,0.07,0,0,,04/01/2023 - 08:59
Sayur-sayuran,Bawang Putih,1999,62,44,127,0,0,0,10,0,0,17,,144,0.71,1.94,2,0.08,0,0,,04/01/2023 - 08:59
